type,file,line,issue,severity,fix
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,375,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,480,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,508,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,591,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,611,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,666,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,704,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,720,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,729,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,782,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,826,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,836,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,842,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,890,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,897,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,905,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,917,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,936,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedTaskBreakdownManager.ts,956,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,299,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,341,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,369,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,380,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,385,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,390,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,395,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,403,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,418,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,429,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,435,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,455,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,471,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,476,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,482,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,513,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,528,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,534,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,554,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,569,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,595,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,600,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,608,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,687,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,747,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,807,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,854,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedThreatDetectionManager.ts,876,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedUIAnimationsManager.ts,373,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedUIAnimationsManager.ts,430,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedUIAnimationsManager.ts,513,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedUIAnimationsManager.ts,524,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedUIAnimationsManager.ts,583,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedUIAnimationsManager.ts,723,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedUIUXComponentsManager.ts,279,Async function call without await,Medium,Add await or handle promise rejection
